ID,NOM,LATITUDE,LONGITUDE
8896115,"Harelbeke",50.85587,3.314007
8896149,"Waregem",50.89246,3.42551
8896230,"Vichte",50.83366,3.391627
8896305,"Menin",50.79949,3.11379
8896370,"Wevelgem",50.81152,3.183519
8896388,"Bissegem",50.82585,3.224208
8896396,"Wervik",50.78186,3.04698
8896412,"Comines",50.77207,2.999286
8896503,"Ypres",50.8474,2.87659
8896735,"Poperinge",50.85445,2.736345
8896800,"Roulers",50.94903,3.130415
8896909,"Izegem",50.92115,3.212089
8896925,"Ingelmunster",50.91433,3.255416
